03/04/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		977		225		201		154		573		0		6		
	2		977		225		201		148		596		0		6		
	3		978		225		201		113		643		0		6		
	4		978		226		201		149		702		0		4		
	5		978		226		201		154		742		0		4		
	6		979		230		198		169		690		0		2		
	7		981		241		190		155		606		687		1		
	8		980		243		188		136		497		4994		153		
	9		979		243		185		130		483		8670		278		
	10		976		239		182		131		386		9923		360		
	11		972		257		183		131		314		10315		370		
	12		969		255		184		131		206		10397		372		
	13		967		254		185		133		95		10451		379		
	14		965		251		186		131		20		10427		380		
	15		962		257		185		130		6		10095		377		
	16		962		264		187		132		5		8878		345		
	17		965		272		187		144		69		5036		214		
	18		966		273		194		157		372		692		26		
	19		969		276		196		217		618		3		11		
	20		972		276		198		207		804		3		11		
	21		974		274		198		179		777		2		12		
	22		976		275		198		178		659		2		12		
	23		977		245		198		157		734		1		11		
	24		979		237		198		158		1028		1		12		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2103		2267		7775		8298		827						
	2		2122		2267		7403		7988		814						
	3		2133		2267		7121		7942		779						
	4		2227		2267		6959		7858		798						
	5		2273		2266		7414		7814		849						
	6		2237		2265		7889		8404		1419						
	7		2861		2265		8445		9087		1688						
	8		7192		2265		6482		7263		1447						
	9		10968		2263		4117		5551		689						
	10		12197		2262		3693		4009		543						
	11		12542		2262		3492		3770		292						
	12		12514		2261		3307		3472		382						
	13		12464		2261		3778		3215		356						
	14		12361		2261		4020		3559		412						
	15		12013		2262		4318		3895		617						
	16		10772		2263		5242		4860		779						
	17		6887		2261		7969		6478		1436						
	18		2681		2260		10336		8783		2422						
	19		2291		2261		11309		9456		2674						
	20		2472		2261		10778		9648		2490						
	21		2416		2261		10720		9045		2336						
	22		2298		2259		10260		8922		1743						
	23		2324		2260		9202		8542		1351						
	24		2612		2261		8449		7901		943						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
