01/30/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		875		348		227		222		689		2		0		
	2		875		349		228		222		547		1		0		
	3		875		352		228		222		725		0		0		
	4		875		356		228		223		689		0		0		
	5		874		356		229		221		583		0		0		
	6		875		359		228		220		454		0		0		
	7		875		363		228		286		415		38		0		
	8		874		365		228		250		552		1866		6		
	9		875		369		225		215		387		5423		54		
	10		873		351		225		210		372		7011		87		
	11		870		347		225		221		502		7073		67		
	12		868		356		224		224		534		7044		85		
	13		868		354		225		235		480		7073		87		
	14		871		349		226		242		476		7122		89		
	15		871		357		224		241		433		6807		90		
	16		872		354		224		243		375		5179		89		
	17		876		369		225		274		341		1724		67		
	18		877		368		224		330		354		94		0		
	19		877		367		220		332		468		0		0		
	20		877		365		227		298		484		0		0		
	21		876		368		227		267		658		0		0		
	22		877		369		227		267		885		0		0		
	23		882		354		227		245		1065		0		0		
	24		882		352		227		238		1127		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2362		2278		7073		8552		1233						
	2		2222		2277		6678		8378		1256						
	3		2402		2276		6378		7998		1282						
	4		2371		2274		6507		7708		1324						
	5		2263		2273		6786		8181		1376						
	6		2136		2273		7375		9016		1721						
	7		2205		2274		8700		9604		2418						
	8		4142		2273		8612		8939		2212						
	9		7548		2273		7382		6573		1564						
	10		9129		2272		6543		5489		892						
	11		9305		2272		6462		4452		825						
	12		9335		2273		5808		4454		937						
	13		9323		2274		5768		4270		890						
	14		9374		2273		5800		4151		980						
	15		9023		2273		5813		4821		1008						
	16		7337		2274		6706		6327		1131						
	17		3874		2274		8207		9024		1789						
	18		2247		2273		9327		10723		2660						
	19		2258		2272		9693		11083		2628						
	20		2245		2272		9687		10850		2457						
	21		2388		2272		9654		10312		2184						
	22		2611		2271		9103		9670		1953						
	23		2759		2272		8064		9501		1386						
	24		2812		2274		6884		9222		1219						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
