04/01/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		937		299		209		189		3625		0		0		
	2		939		296		210		185		3593		0		0		
	3		940		299		211		182		3522		0		0		
	4		942		299		211		182		3548		0		0		
	5		944		300		211		190		3531		0		0		
	6		945		297		211		212		3306		0		0		
	7		946		300		211		255		3202		32		0		
	8		947		302		208		221		2633		2455		0		
	9		945		302		208		216		2558		7250		93		
	10		938		288		207		183		2500		8793		195		
	11		930		284		206		137		2456		8337		238		
	12		930		280		206		138		3031		7372		244		
	13		928		285		208		141		3275		7040		246		
	14		927		282		207		143		3549		6806		245		
	15		921		284		206		144		3334		6983		244		
	16		888		290		207		145		3511		6836		239		
	17		859		309		206		151		3688		6590		225		
	18		873		308		207		206		3430		5777		162		
	19		869		309		207		257		3006		1953		34		
	20		877		305		208		259		3023		22		0		
	21		881		307		208		260		2870		0		0		
	22		881		308		207		259		2510		0		0		
	23		870		303		207		200		2236		0		0		
	24		873		300		208		184		2323		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5224		2267		4900		6938		672						
	2		5187		2269		4573		6577		610						
	3		5127		2272		4558		6201		642						
	4		5155		2271		4467		6123		625						
	5		5150		2269		4396		6560		620						
	6		4942		2270		4769		7313		743						
	7		4946		2270		5110		7777		1110						
	8		6766		2268		5261		6297		1182						
	9		11571		2268		3826		2729		1132						
	10		13104		2269		3648		1060		733						
	11		12589		2270		3439		709		643						
	12		12201		2269		2967		907		620						
	13		12123		2266		3017		686		446						
	14		12159		2266		2774		446		457						
	15		12116		2267		2818		343		548						
	16		12116		2268		2914		444		719						
	17		12027		2269		2995		1005		1080						
	18		10964		2271		3627		2526		1429						
	19		6633		2272		6462		5231		2113						
	20		4695		2272		6986		7571		2899						
	21		4498		2272		7288		7936		2671						
	22		4137		2272		6791		8117		2374						
	23		3788		2273		6365		8043		1829						
	24		3860		2275		5745		7421		1547						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
