01/16/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		685		307		219		177		1202		0		0		
	2		684		306		219		170		993		0		0		
	3		684		310		218		172		1076		0		0		
	4		683		310		218		173		1009		0		0		
	5		683		309		218		175		1089		0		0		
	6		684		309		218		196		1097		0		0		
	7		684		318		254		210		1065		0		0		
	8		688		318		264		215		1091		847		0		
	9		688		322		258		214		991		4618		52		
	10		688		301		257		208		907		7023		190		
	11		688		297		246		208		746		6806		207		
	12		687		317		236		201		1271		6707		143		
	13		688		322		240		175		1784		6466		226		
	14		687		318		252		176		2016		6179		246		
	15		686		317		252		188		2046		5355		228		
	16		686		322		248		214		1693		3561		155		
	17		688		333		254		250		1915		540		12		
	18		688		339		256		330		2532		0		0		
	19		689		343		256		312		2574		0		0		
	20		687		343		261		288		2541		0		0		
	21		689		339		262		245		2506		0		0		
	22		690		342		261		219		2666		0		0		
	23		690		333		260		216		2714		0		0		
	24		690		332		231		191		3039		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2556		2276		8563		7041		1163						
	2		2339		2276		8456		6720		1091						
	3		2426		2276		8212		6550		1076						
	4		2359		2277		8222		6639		1029						
	5		2440		2277		8429		6905		1106						
	6		2468		2276		8628		7815		1625						
	7		2497		2275		9993		8353		2425						
	8		3424		2275		10493		7981		2694						
	9		7144		2276		9319		6059		1621						
	10		9573		2274		8474		4271		1176						
	11		9198		2274		7993		4743		1269						
	12		9562		2274		7653		4465		1339						
	13		9901		2275		7833		3432		1387						
	14		9873		2275		7233		4238		1382						
	15		9072		2276		7862		4457		1354						
	16		6880		2275		8909		5717		1738						
	17		3992		2275		10557		7213		2573						
	18		4116		2275		10745		8466		3215						
	19		4145		2275		10787		8720		3314						
	20		4089		2273		10556		8788		3055						
	21		4010		2273		10486		8643		2626						
	22		4147		2274		10105		8000		2146						
	23		4183		2273		9242		7289		1789						
	24		4451		2273		7923		6853		1287						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
