05/01/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		928		309		220		323		4479		0		0		
	2		929		306		221		327		4498		0		0		
	3		931		308		221		323		4247		0		0		
	4		931		308		222		323		4136		0		0		
	5		922		311		222		327		3956		0		0		
	6		873		314		221		324		3740		0		0		
	7		851		306		221		316		3749		1123		20		
	8		810		309		220		317		3417		5477		173		
	9		835		310		219		316		3202		8459		229		
	10		840		302		220		315		2977		9207		246		
	11		839		287		220		312		1964		8335		303		
	12		816		270		219		312		1158		8286		373		
	13		810		267		220		302		1631		8451		373		
	14		800		265		220		299		2045		8442		373		
	15		808		279		219		298		2380		8911		368		
	16		810		293		216		318		4290		9619		364		
	17		841		306		218		322		4717		9437		356		
	18		845		305		219		321		4633		7892		323		
	19		876		306		219		324		4483		3512		180		
	20		877		310		219		325		4523		263		0		
	21		896		307		216		324		4713		0		0		
	22		902		306		214		324		4538		0		0		
	23		905		305		214		318		4646		0		0		
	24		908		309		215		318		4919		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6221		2274		4034		7158		2228						
	2		6242		2275		3015		7293		2143						
	3		5990		2274		2530		7571		2118						
	4		5879		2275		2217		7614		2158						
	5		5696		2276		2399		7500		2359						
	6		5433		2277		2693		8081		2508						
	7		6587		2277		2748		7545		2481						
	8		10724		2276		2693		4353		2000						
	9		13569		2275		2602		2004		1656						
	10		14107		2275		2745		1076		1530						
	11		12258		2276		3062		1940		1575						
	12		11434		2275		3120		2030		1509						
	13		12055		2275		2694		2138		1408						
	14		12443		2275		3268		1670		1408						
	15		13261		2275		3265		1356		1632						
	16		15910		2276		2247		11		1856						
	17		16197		2276		2537		328		2022						
	18		14537		2276		3703		2618		2094						
	19		9900		2276		4730		6210		3128						
	20		6517		2277		5631		8070		3948						
	21		6423		2277		5695		8352		4024						
	22		6249		2276		5485		8238		3546						
	23		6354		2276		4923		7924		2964						
	24		6633		2276		4428		7073		2483						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
