02/12/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		884		320		220		179		612		0		0		
	2		884		313		220		180		612		0		0		
	3		883		317		220		174		612		0		0		
	4		883		319		220		171		612		0		0		
	5		895		319		219		172		612		0		0		
	6		901		325		219		177		612		0		0		
	7		901		332		219		189		612		85		0		
	8		894		334		216		189		612		2994		46		
	9		879		336		215		185		612		7579		160		
	10		882		324		213		174		612		9091		191		
	11		882		312		214		169		612		9421		213		
	12		881		305		215		171		612		9371		212		
	13		883		290		215		147		612		9131		210		
	14		883		300		216		144		612		9171		213		
	15		882		317		217		153		612		8983		213		
	16		883		320		217		183		612		7845		196		
	17		884		339		217		208		612		3589		93		
	18		885		341		218		253		612		169		0		
	19		886		341		218		250		612		0		0		
	20		888		338		222		210		612		0		0		
	21		889		337		223		190		612		0		0		
	22		890		342		223		178		612		0		0		
	23		891		337		222		168		612		0		0		
	24		890		336		222		168		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2178		2276		7870		8151		1120						
	2		2173		2275		7144		8184		1058						
	3		2169		2275		7040		7912		1033						
	4		2167		2274		7323		7539		1020						
	5		2178		2274		7846		7596		1063						
	6		2194		2274		8519		8263		1461						
	7		2338		2272		10201		8643		1857						
	8		5285		2273		9349		7545		1699						
	9		9966		2273		6813		5225		856						
	10		11487		2274		5308		4052		598						
	11		11822		2273		4849		3063		562						
	12		11766		2271		4587		2769		553						
	13		11488		2271		4610		3183		316						
	14		11539		2270		4518		3339		401						
	15		11377		2268		4994		3598		385						
	16		10257		2268		6113		4549		297						
	17		5941		2268		8595		6442		1172						
	18		2477		2269		11436		7873		2360						
	19		2272		2269		12367		8449		2484						
	20		2236		2270		12371		8422		2321						
	21		2216		2270		12349		8006		2092						
	22		2209		2270		11882		7692		1739						
	23		2194		2269		10932		7479		1185						
	24		2192		2270		9430		7481		1123						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
