10/23/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		962		340		225		268		960		0		0		
	2		963		339		225		268		1161		0		0		
	3		964		340		226		268		1152		0		0		
	4		965		340		225		268		1097		0		0		
	5		966		343		220		267		876		0		0		
	6		965		349		223		267		672		0		0		
	7		965		360		222		266		576		0		0		
	8		965		356		220		256		530		1048		13		
	9		966		368		218		228		626		5236		216		
	10		961		370		216		218		807		8277		398		
	11		953		374		212		215		1160		8948		433		
	12		951		376		216		218		1329		8997		435		
	13		956		380		217		219		1227		9064		424		
	14		955		377		216		220		1073		9071		310		
	15		944		381		214		225		1114		9137		312		
	16		944		380		216		249		1335		8618		372		
	17		945		382		218		229		1410		6088		279		
	18		946		381		228		225		1234		1569		45		
	19		949		381		232		226		1367		11		0		
	20		950		381		230		208		1871		0		0		
	21		950		378		236		205		1849		0		0		
	22		748		380		234		204		1684		0		0		
	23		490		346		236		205		1794		0		0		
	24		450		336		234		216		1987		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2712		1133		9523		7638		1501						
	2		2913		1134		9147		7001		1392						
	3		2907		1135		8905		6588		1303						
	4		2851		1134		8607		6595		1313						
	5		2628		1135		9164		6415		1502						
	6		2431		1136		10002		6398		2147						
	7		2345		1135		11287		7142		2561						
	8		3388		1134		11795		6880		2421						
	9		7858		1134		9083		5853		1676						
	10		11247		1134		6680		5255		1486						
	11		12296		1135		7265		3895		1553						
	12		12521		1135		7940		3495		1434						
	13		12487		1135		7859		4259		1488						
	14		12222		1135		9555		3775		1630						
	15		12326		1134		10308		4050		1872						
	16		12114		1135		11004		4507		2148						
	17		9551		1135		13903		4736		2449						
	18		4629		1135		15893		7125		2952						
	19		3166		1136		16285		8104		3053						
	20		3615		1135		15291		8435		2965						
	21		3594		1134		14513		8047		2649						
	22		3227		1134		13746		7661		2415						
	23		3046		1135		11797		7717		2294						
	24		3197		1136		10389		7306		1923						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
