04/14/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		895		281		196		192		2634		0		0		
	2		904		279		196		192		1893		0		0		
	3		901		282		140		151		1395		0		0		
	4		912		281		188		183		1046		0		0		
	5		919		276		196		235		1072		0		0		
	6		917		271		195		237		1101		0		0		
	7		905		269		179		256		1040		387		0		
	8		900		267		174		247		1067		4331		115		
	9		869		264		173		259		882		8688		320		
	10		891		244		172		251		1122		9358		361		
	11		920		233		168		238		1167		9335		369		
	12		920		232		172		224		978		8900		371		
	13		919		237		173		220		819		9136		373		
	14		916		245		176		219		624		9639		374		
	15		915		249		177		220		508		9625		373		
	16		913		252		179		220		439		9976		370		
	17		847		272		178		225		420		9078		363		
	18		845		266		179		246		421		7600		314		
	19		845		263		180		268		388		2893		134		
	20		848		261		181		272		523		121		0		
	21		849		263		181		273		622		0		0		
	22		844		264		181		260		739		0		0		
	23		841		260		180		242		782		0		0		
	24		846		254		181		238		929		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4182		2263		5957		5581		1275						
	2		3449		2264		6082		5618		1233						
	3		2852		2263		6219		5536		1210						
	4		2594		2263		6350		5696		1289						
	5		2681		2263		6512		5940		1233						
	6		2704		2262		6695		6485		1517						
	7		3036		2262		6495		7398		1624						
	8		7100		2262		5662		4523		1512						
	9		11455		2261		4019		1300		1388						
	10		12398		2260		3508		-156		1310						
	11		12430		2260		3178		-615		1130						
	12		11797		2257		3131		-462		1071						
	13		11876		2259		3108		-528		946						
	14		12194		2263		3010		-804		868						
	15		12068		2265		2967		-575		962						
	16		12348		2262		2965		-217		952						
	17		11382		2261		3485		917		1278						
	18		9870		2261		4309		3304		1318						
	19		4972		2262		6638		6963		1945						
	20		2207		2264		8787		8524		2341						
	21		2185		2265		9080		8595		2297						
	22		2286		2265		8420		8344		2107						
	23		2303		2265		7224		8234		1899						
	24		2428		2265		6563		7546		1588						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
