10/28/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		267		280		207		172		2918		0		0		
	2		267		276		206		172		2611		0		0		
	3		266		272		206		171		2201		0		0		
	4		267		274		206		172		1745		0		0		
	5		267		280		205		171		1408		0		0		
	6		267		280		205		174		1454		0		0		
	7		268		281		206		191		1376		0		0		
	8		268		301		206		192		1082		733		0		
	9		269		305		207		173		950		4754		136		
	10		268		304		209		167		848		7894		359		
	11		268		304		211		150		692		8708		424		
	12		268		315		211		149		627		8886		366		
	13		269		324		215		169		583		8859		310		
	14		268		312		215		172		447		8737		347		
	15		267		317		215		171		357		8689		377		
	16		267		297		217		172		366		8195		172		
	17		269		299		232		175		329		5705		214		
	18		270		299		229		174		363		1246		46		
	19		269		298		234		178		449		1		0		
	20		269		298		234		178		728		0		0		
	21		268		290		234		179		1101		0		0		
	22		268		281		229		179		1227		0		0		
	23		268		267		228		179		1208		0		0		
	24		267		265		228		178		1594		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3813		1127		7358		5168		1347						
	2		3501		1127		7022		5198		1345						
	3		3086		1127		7148		5163		1314						
	4		2631		1127		7550		5253		1208						
	5		2297		1127		8190		5345		1178						
	6		2347		1127		8677		5681		1671						
	7		2289		1128		9836		6576		1888						
	8		2781		1128		10477		6563		2032						
	9		6794		1128		8723		5064		1253						
	10		10049		1128		6553		3868		949						
	11		10757		1128		6040		3497		856						
	12		10821		1127		5599		3675		848						
	13		10729		1127		5664		3638		858						
	14		10497		1126		5946		3996		881						
	15		10392		1126		6572		4012		912						
	16		9685		1126		7845		3990		1118						
	17		7224		1125		9668		4783		1883						
	18		2626		1125		12780		7020		2301						
	19		1430		1125		14606		7456		2568						
	20		1683		1125		13857		7849		2640						
	21		2048		1127		13108		7600		2348						
	22		2158		1127		12618		6914		2173						
	23		2124		1128		11577		6389		1962						
	24		2506		1129		9858		6124		1829						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
