04/21/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		890		266		216		240		4116		0		0		
	2		890		267		216		224		4193		0		0		
	3		890		266		215		214		4359		0		0		
	4		889		262		212		223		4349		0		0		
	5		888		267		215		222		4536		0		0		
	6		886		265		215		240		4320		0		0		
	7		886		272		213		244		4180		550		0		
	8		886		267		203		245		3974		4421		0		
	9		887		270		212		226		3913		8075		105		
	10		886		258		210		217		3684		8195		280		
	11		885		248		209		220		3850		7865		290		
	12		884		250		209		228		3771		7834		297		
	13		881		252		210		230		3919		7802		283		
	14		877		250		211		219		3788		8468		278		
	15		877		253		213		219		3692		8667		295		
	16		876		258		208		227		3443		9096		324		
	17		874		262		217		234		3693		8979		285		
	18		877		259		217		254		4363		7412		256		
	19		867		259		218		259		4109		3040		35		
	20		869		261		219		262		4114		228		0		
	21		879		258		217		260		4276		30		0		
	22		880		259		216		235		4722		0		0		
	23		882		256		216		227		4441		0		0		
	24		883		259		216		227		3976		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5691		2263		3405		5551		2302						
	2		5755		2262		2698		5692		2134						
	3		5907		2262		2355		5428		2022						
	4		5898		2262		2312		5472		1891						
	5		6089		2262		2351		5444		2022						
	6		5886		2262		2456		6192		2329						
	7		6345		2263		2573		6541		2464						
	8		9996		2263		2421		4184		1941						
	9		13689		2264		2297		1555		1116						
	10		13731		2266		2261		698		1115						
	11		13566		2267		2056		415		1161						
	12		13474		2266		1858		295		1052						
	13		13578		2263		1890		-29		1077						
	14		14092		2262		1811		-459		984						
	15		14215		2262		1799		-651		983						
	16		14432		2263		1870		-563		1007						
	17		14544		2264		2045		-92		1158						
	18		13637		2266		2300		1658		1491						
	19		8788		2266		3094		5892		2645						
	20		5953		2267		3756		8337		3612						
	21		5921		2269		3978		8902		3406						
	22		6278		2269		3203		8535		3131						
	23		5988		2272		2891		8134		2663						
	24		5526		2269		2523		7531		2678						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
