01/29/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		894		334		225		223		2476		0		0		
	2		897		335		225		220		2466		0		0		
	3		897		334		225		215		2915		0		0		
	4		897		339		225		213		2926		0		0		
	5		896		336		224		225		2588		0		0		
	6		896		342		223		248		2375		0		0		
	7		898		356		222		309		2400		12		0		
	8		896		359		222		278		1673		1667		0		
	9		893		342		213		233		1277		5150		0		
	10		890		326		214		226		1383		6259		0		
	11		889		320		217		223		1165		6827		9		
	12		887		333		218		208		877		7233		83		
	13		885		345		221		205		1680		7202		88		
	14		883		351		221		206		2043		7233		87		
	15		883		356		217		205		2105		6414		88		
	16		884		354		216		221		1472		4777		71		
	17		883		365		219		240		1408		2179		12		
	18		881		364		223		275		1283		43		0		
	19		878		360		223		331		1317		2		0		
	20		880		368		228		336		1145		2		0		
	21		877		363		228		304		1009		2		0		
	22		877		367		227		278		1059		1		0		
	23		876		359		227		225		1156		1		0		
	24		874		354		227		217		875		2		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4138		2274		5515		8075		1314						
	2		4128		2274		4881		8098		1302						
	3		4573		2274		4288		7773		1378						
	4		4586		2273		4406		7661		1350						
	5		4256		2272		5066		7891		1384						
	6		4069		2274		5984		8544		1688						
	7		4198		2275		7168		9080		2518						
	8		5095		2275		7273		9203		2399						
	9		8109		2274		6426		7266		1503						
	10		9297		2274		5740		5689		1362						
	11		9650		2275		5270		4650		1268						
	12		9839		2275		4962		4059		1288						
	13		10626		2275		4618		3342		1258						
	14		11024		2276		4329		3564		1366						
	15		10268		2276		4573		4345		1527						
	16		7995		2275		5288		6460		1928						
	17		5307		2273		7263		8255		2251						
	18		3070		2273		9012		10026		3023						
	19		3111		2273		9293		10629		2928						
	20		2959		2272		9183		10535		2904						
	21		2784		2272		8837		10636		2551						
	22		2810		2274		8227		10253		2236						
	23		2843		2276		7445		9925		1599						
	24		2547		2279		7173		9091		1418						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
