05/05/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		868		271		213		314		1623		0		0		
	2		858		282		213		314		2184		0		0		
	3		853		284		213		311		2393		0		0		
	4		852		286		214		309		2071		0		0		
	5		855		285		214		307		1960		0		0		
	6		855		278		211		312		1772		0		0		
	7		869		282		211		314		1432		1303		31		
	8		900		285		210		314		1101		5940		288		
	9		893		265		205		308		1053		9208		371		
	10		839		242		203		308		999		10246		359		
	11		855		234		202		310		855		10731		368		
	12		890		286		202		312		766		11000		377		
	13		897		308		203		305		551		11050		376		
	14		891		305		208		303		567		11017		375		
	15		888		307		208		308		890		10893		374		
	16		888		305		212		309		1545		10403		372		
	17		889		315		214		316		2128		9672		373		
	18		890		319		215		319		3021		7970		373		
	19		890		312		213		318		3718		3651		373		
	20		892		315		215		313		4403		364		13		
	21		896		316		211		310		4685		0		0		
	22		910		305		212		309		4632		0		0		
	23		919		290		212		305		4597		0		0		
	24		928		293		212		305		4583		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3257		2274		4048		9439		2469						
	2		3819		2274		3171		8810		2336						
	3		4022		2273		2727		8506		2210						
	4		3698		2272		2757		8501		2227						
	5		3585		2271		3004		8414		2423						
	6		3397		2273		3101		8779		2972						
	7		4442		2274		3293		8313		2935						
	8		9037		2273		2981		5413		2210						
	9		12303		2273		2733		2875		1889						
	10		13196		2275		2791		1779		1857						
	11		13556		2275		3083		1207		1735						
	12		13832		2275		3052		1339		1729						
	13		13691		2275		3519		1987		1770						
	14		13666		2275		3905		2739		1849						
	15		13868		2273		4390		3293		1853						
	16		14034		2271		4981		3453		2092						
	17		13907		2270		5278		4276		2395						
	18		13106		2272		6092		5557		2511						
	19		9477		2272		7867		7044		3596						
	20		6515		2273		8177		8741		4090						
	21		6406		2274		7523		9163		4109						
	22		6350		2273		6623		8895		3761						
	23		6306		2274		4707		9309		3174						
	24		6303		2274		3865		8474		2719						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
