02/25/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		833		295		215		183		612		0		0		
	2		834		297		215		181		612		0		0		
	3		836		295		215		182		612		0		0		
	4		835		297		215		183		612		0		0		
	5		833		298		215		180		612		0		0		
	6		831		301		214		197		612		0		0		
	7		829		304		214		247		612		339		0		
	8		819		302		209		249		612		4264		90		
	9		762		305		210		240		612		8424		250		
	10		764		286		210		193		612		9298		267		
	11		756		281		210		186		612		9362		265		
	12		752		317		207		185		612		9525		241		
	13		784		333		204		183		612		8892		273		
	14		813		338		210		183		612		9446		220		
	15		811		366		210		185		612		9537		269		
	16		811		377		212		183		612		8955		263		
	17		812		389		215		210		612		5135		155		
	18		812		392		214		257		612		785		0		
	19		815		387		217		256		612		0		0		
	20		819		376		215		258		612		0		0		
	21		822		343		214		203		612		0		0		
	22		821		346		213		177		612		0		0		
	23		820		346		216		174		612		0		0		
	24		820		342		215		173		612		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2104		2268		7593		7981		1034						
	2		2102		2268		7491		7576		865						
	3		2103		2268		7409		7286		888						
	4		2104		2267		7710		6889		896						
	5		2097		2267		8120		7031		927						
	6		2113		2267		8852		7478		1255						
	7		2544		2266		8977		8625		1880						
	8		6545		2266		8014		6492		1470						
	9		10803		2267		6195		3918		620						
	10		11630		2268		5276		3125		500						
	11		11671		2267		4824		2847		507						
	12		11840		2266		4615		2461		579						
	13		11282		2266		4618		2974		541						
	14		11821		2266		4706		2716		512						
	15		11988		2266		4891		3018		558						
	16		11412		2264		6075		2896		739						
	17		7528		2264		8027		5564		1285						
	18		3073		2265		10474		8603		2232						
	19		2255		2265		11313		9407		2532						
	20		2245		2265		11018		9334		2415						
	21		2159		2266		10578		9049		2261						
	22		2134		2266		10230		8900		1426						
	23		2132		2268		9337		8213		1298						
	24		2126		2267		8473		7865		985						
																	
The data found in the Daily Renewables Watch report will be integrated into various areas of Today's Outlook in 2021.																	
Details on the migration of the data will be provided in advance of the launch.																	
